Date,total_rates_cumpnl,total_fx_cumpnl,total_index_cumpnl,total_adv_cumpnl,total_a1_cumpnl,total_a2_cumpnl,total_a3_cumpnl,total_a4_cumpnl,adv_rates_cumpnl,a1_rates_cumpnl,a2_rates_cumpnl,a3_rates_cumpnl,a4_rates_cumpnl,adv_fx_cumpnl,a1_fx_cumpnl,a2_fx_cumpnl,a3_fx_cumpnl,a4_fx_cumpnl,TU1 Comdty_CumPnL,TY1 Comdty_CumPnL,DU1 Comdty_CumPnL,RX1 Comdty_CumPnL,G 1 Comdty_CumPnL,XM1 Comdty_CumPnL,YM1 Comdty_CumPnL,JB1 Comdty_CumPnL,KAA1 Comdty_CumPnL,KE1 Comdty_CumPnL,IK1 Comdty_CumPnL,OAT1 Comdty_CumPnL,AD1 Curncy_CumPnL,BP1 Curncy_CumPnL,EC1 Curncy_CumPnL,JY1 Curncy_CumPnL,KRW Curncy_CumPnL,TU1 Comdty_Pos,TU1 Comdty_Price,TY1 Comdty_Pos,TY1 Comdty_Price,DU1 Comdty_Pos,DU1 Comdty_Price,RX1 Comdty_Pos,RX1 Comdty_Price,G 1 Comdty_Pos,G 1 Comdty_Price,XM1 Comdty_Pos,XM1 Comdty_Price,YM1 Comdty_Pos,YM1 Comdty_Price,JB1 Comdty_Pos,JB1 Comdty_Price,KAA1 Comdty_Pos,KAA1 Comdty_Price,KE1 Comdty_Pos,KE1 Comdty_Price,IK1 Comdty_Pos,IK1 Comdty_Price,OAT1 Comdty_Pos,OAT1 Comdty_Price,AD1 Curncy_Pos,AD1 Curncy_Price,BP1 Curncy_Pos,BP1 Curncy_Price,EC1 Curncy_Pos,EC1 Curncy_Price,JY1 Curncy_Pos,JY1 Curncy_Price,KRW Curncy_Pos,KRW Curncy_Price,dd_scale,pnl_ma_off_count
2016-01-01,0.0,-0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.01,0.0,108.8516,0.0,125.9062,0.0,111.51,0.0,157.92,0.0,116.77,0.0,97.115,0.0,97.96,0.0,149.04,0.0,126.15,0.0,109.59,0.0,137.92,0.0,150.05,0.0,72.66,0.0,147.34,0.0,1.0886,1.3091,83.325,0.4369,1172.45,1.0,0
2016-01-04,0.0,1.49,0,0.0,0.2898,0.0,0.0,1.2964,0.0,0.0,0.0,0.0,0.0,0.0,0.2898,0.0,0.0,1.2964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.56,0.0,108.6641,0.0,126.1562,0.0,111.535,0.0,158.79,0.0,117.44,0.0,97.18,0.0,98.0,0.0,149.11,0.0,126.62,0.0,109.74,0.0,138.28,0.0,150.61,0.0,71.58,0.0,147.13,0.0,1.0846,1.3091,83.935,0.4369,1187.65,1.0,0
2016-01-05,0.0,1.86,0,0.0,0.3389,0.0,0.0,1.3343,0.0,0.0,0.0,0.0,0.0,0.0,0.3389,0.0,0.0,1.3343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.58,0.0,108.6641,0.0,126.25,0.0,111.575,0.0,159.05,0.0,117.47,0.0,97.19,0.0,98.0,0.0,149.11,0.0,126.46,0.0,109.69,0.0,138.73,0.0,150.89,0.0,71.27,0.0,146.65,0.0,1.0763,1.3091,84.16,0.6639,1188.1,1.0,0
2016-01-06,0.0,2.72,0,0.0,0.5857,0.0,0.0,2.1423,0.0,0.0,0.0,0.0,0.0,0.0,0.5857,0.0,0.0,2.1423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,1.95,1.11,0.0,108.7656,0.0,126.8594,0.0,111.605,0.0,159.69,0.0,118.29,0.0,97.23,0.0,98.0,0.0,149.17,0.0,126.7,0.0,109.69,0.0,139.01,0.0,151.42,0.0,70.37,0.0,146.28,-0.8286,1.0806,1.3091,84.59,0.6639,1197.7,1.0,0
2016-01-07,0.0,3.93,0,0.0,0.801,0.0,0.0,2.3886,0.0,0.0,0.0,0.0,0.0,0.0,0.801,0.0,0.0,2.3886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36,2.96,1.34,0.0,108.8203,0.0,127.1094,0.0,111.6,0.0,159.18,0.0,118.2,0.0,97.285,0.0,98.05,0.0,149.23,0.0,126.88,0.0,109.7,0.0,138.18,0.0,150.88,0.0,69.73,0.0,146.16,0.0,1.0952,1.3091,85.24,0.9324,1200.65,1.0,0
2016-01-08,0.0,4.42,0,0.0,0.8141,0.0,0.0,2.1721,0.0,0.0,0.0,0.0,0.0,0.0,0.8141,0.0,0.0,2.1721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,-0.36,2.76,1.18,0.0,108.8516,0.0,127.4062,0.0,111.62,0.0,159.66,0.0,118.59,0.0,97.22,0.0,98.0,0.0,149.33,0.0,126.43,0.0,109.62,0.0,138.53,0.0,151.4,0.0,69.63,-1.2883,145.17,0.0,1.092,1.3091,85.11,0.6979,1198.05,1.0,0
2016-01-11,0.0,5.01,0,0.0,1.0809,0.0,0.0,3.1445,0.0,0.0,0.0,0.0,0.0,0.0,1.0809,0.0,0.0,3.1445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.36,2.93,1.86,0.0,108.8984,0.0,127.3594,0.0,111.615,0.0,159.35,0.0,118.55,0.0,97.25,0.0,98.03,0.0,149.33,0.0,126.8,0.0,109.74,0.0,137.96,0.0,151.01,0.0,69.61,-1.2883,145.47,0.0,1.089,1.3091,85.22,0.6979,1209.7,1.0,0
2016-01-12,0.0,5.92,0,0.0,1.1982,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,1.1982,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,-0.36,2.79,1.9,0.0,108.9219,0.0,127.8281,0.0,111.605,0.0,159.39,0.0,118.67,0.0,97.215,0.0,98.01,0.0,149.38,0.0,126.7,0.0,109.72,0.0,137.69,0.0,150.97,0.0,69.64,-1.2883,144.32,0.0,1.0872,1.3091,85.13,0.9446,1210.25,1.0,0
2016-01-13,0.0,5.12,0,0.0,0.9395,0.0,0.0,2.6653,0.0,0.0,0.0,0.0,0.0,0.0,0.9395,0.0,0.0,2.6653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,-0.36,2.6,1.4,0.0,108.9531,0.0,128.0625,0.0,111.61,0.0,159.77,0.0,118.75,0.0,97.24,0.0,98.02,0.0,149.5,0.0,126.8,0.0,109.71,0.0,138.17,0.0,151.31,0.0,69.39,-1.2883,144.45,0.0,1.0894,1.3091,85.005,0.9446,1203.9,1.0,0
2016-01-14,0.0,5.59,0,0.0,1.1563,0.0,0.0,3.4502,0.0,0.0,0.0,0.0,0.0,0.0,1.1563,0.0,0.0,3.4502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,-0.36,2.17,1.94,0.0,108.9844,0.0,127.8281,0.0,111.6,0.0,159.71,0.0,118.9,0.0,97.32,0.0,98.08,0.0,149.38,0.0,126.66,0.0,109.64,0.0,138.01,0.0,151.11,0.0,69.77,-1.2883,144.05,0.0,1.0878,1.3091,84.725,0.6947,1213.35,1.0,0
2016-01-15,0.0,8.13,0,0.0,1.4337,0.0,0.0,3.442,0.0,0.0,0.0,0.0,0.0,0.0,1.4337,0.0,0.0,3.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,-0.36,3.44,1.93,0.0,109.0938,0.0,128.4531,0.0,111.645,0.0,160.39,0.0,119.64,0.0,97.31,0.0,98.08,0.0,149.53,0.0,126.8,0.0,109.64,0.0,138.36,0.0,151.67,0.0,68.42,-1.2883,142.62,0.0,1.0924,1.3091,85.55,0.9759,1213.25,1.0,0
2016-01-18,0.0,7.98,0,0.0,1.3783,0.0,0.0,3.2483,0.0,0.0,0.0,0.0,0.0,0.0,1.3783,0.0,0.0,3.2483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,-0.36,3.44,1.78,0.0,109.0938,0.0,128.4531,0.0,111.64,0.0,160.38,0.0,119.31,0.0,97.31,0.0,98.11,0.0,149.67,0.0,126.63,0.0,109.65,0.0,138.17,0.0,151.6,0.0,68.42,-1.2883,142.62,0.0,1.0924,1.3091,85.55,0.7404,1210.9,1.0,0
2016-01-19,0.0,8.07,0,0.0,1.3533,0.0,0.0,2.8395,0.0,0.0,0.0,0.0,0.0,0.0,1.3533,0.0,0.0,2.8395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,-0.36,2.97,1.58,0.0,109.0703,0.0,128.3906,0.0,111.635,0.0,160.17,0.0,119.19,0.0,97.29,0.0,98.1,0.0,149.56,0.0,126.39,0.0,109.65,0.0,138.25,0.0,151.54,0.0,68.89,-1.2883,141.77,0.0,1.094,1.3091,85.24,0.4915,1205.95,1.0,0
2016-01-20,0.0,8.86,0,0.0,1.4115,0.0,0.0,3.4946,0.0,0.0,0.0,0.0,0.0,0.0,1.4115,0.0,0.0,3.4946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,-0.66,3.69,1.73,0.0,109.1562,0.0,128.875,0.0,111.67,0.0,161.13,0.0,119.98,0.0,97.345,0.0,98.13,0.0,149.59,0.0,127.07,0.0,109.76,0.0,137.27,0.0,152.06,0.0,68.81,-1.2883,141.54,0.8917,1.0906,1.3091,85.71,0.2435,1213.85,1.0,0
2016-01-21,0.0,8.23,0,0.0,1.3468,0.0,0.0,3.4864,0.0,0.0,0.0,0.0,0.0,0.0,1.3468,0.0,0.0,3.4864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,-0.67,3.66,1.72,0.0,109.1484,0.0,128.6719,0.0,111.73,0.0,161.52,0.0,119.48,0.0,97.31,0.0,98.1,0.0,149.51,0.0,127.13,0.0,109.78,0.0,138.39,0.0,152.66,0.0,69.73,-1.2883,142.17,0.0,1.089,0.0,85.185,0.4995,1213.75,1.0,0
2016-01-22,0.0,7.1,0,0.0,1.123,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,1.123,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,-0.67,3.66,1.16,0.0,109.0938,0.0,128.375,0.0,111.745,0.0,161.31,0.0,119.07,0.0,97.27,0.0,98.07,0.0,149.46,0.0,126.7,0.0,109.75,0.0,138.17,0.0,152.58,0.0,69.9,-1.2883,142.81,0.0,1.0804,0.0,84.27,0.4995,1200.2,1.0,0
2016-01-25,0.0,6.95,0,0.0,1.123,0.0,0.0,1.8701,0.0,0.0,0.0,0.0,0.0,0.0,1.123,0.0,0.0,1.8701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,-0.67,3.66,1.04,0.0,109.1016,0.0,128.5469,0.0,111.74,0.0,161.42,0.0,119.35,0.0,97.265,0.0,98.07,0.0,149.5,0.0,126.83,0.0,109.74,0.0,138.25,0.0,152.7,0.0,69.53,0.0,142.56,0.0,1.0849,0.0,84.47,0.2374,1194.2,1.0,0
2016-01-26,0.0,6.54,0,0.0,0.7641,0.0,0.0,2.7074,0.0,0.0,0.0,0.0,0.0,0.0,0.7641,0.0,0.0,2.7074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,-0.67,3.66,0.63,0.0,109.1562,0.0,128.8125,0.0,111.765,0.0,161.83,0.0,119.27,0.0,97.31,0.0,98.1,0.0,149.55,0.0,127.18,0.0,109.82,0.0,138.96,0.0,153.17,0.0,70.0,0.0,143.59,0.0,1.0865,0.0,84.485,-0.4698,1204.2,1.0,0
2016-01-27,0.0,6.48,0,0.0,0.7641,0.0,0.0,2.5331,0.0,0.0,0.0,0.0,0.0,0.0,0.7641,0.0,0.0,2.5331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,-0.67,3.66,0.58,0.0,109.1797,0.0,128.8594,0.0,111.745,0.0,161.87,0.0,119.2,0.0,97.325,0.0,98.09,0.0,149.58,0.0,126.94,0.0,109.79,0.0,139.07,0.0,153.13,0.0,70.15,0.0,142.5,0.0,1.0918,0.0,84.325,0.2346,1202.1,1.0,0
2016-01-28,0.0,5.61,0,0.0,0.6498,0.0,0.0,3.0696,0.0,0.0,0.0,0.0,0.0,0.0,0.6498,0.0,0.0,3.0696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,-0.67,3.66,0.7,0.0,109.2109,0.0,129.0312,0.0,111.75,0.0,162.37,0.0,119.45,0.0,97.31,0.0,98.08,0.0,149.53,0.0,126.88,0.0,109.74,0.0,139.14,0.0,153.41,0.0,70.63,-1.2154,143.64,0.0,1.0967,0.0,84.25,0.2346,1208.55,1.0,0
2016-01-29,0.0,6.64,0,0.0,0.8817,0.0,0.0,2.296,0.0,0.0,0.0,0.0,0.0,0.0,0.8817,0.0,0.0,2.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,-0.67,3.66,0.7,0.0,109.3125,0.0,129.5781,0.0,111.825,0.0,163.35,0.0,120.32,0.0,97.365,0.0,98.13,0.0,150.42,0.0,127.34,0.0,109.92,0.0,139.94,0.0,154.46,0.0,70.53,-1.2154,142.42,0.0,1.0838,0.0,82.635,0.0,1199.2,1.0,0
2016-02-01,0.0,5.32,0,0.0,0.6949,0.0,0.0,2.5749,0.0,0.0,0.0,0.0,0.0,0.0,0.6949,0.0,0.0,2.5749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1.24,-0.67,3.66,0.74,0.0,109.2344,0.0,129.1719,0.0,111.785,0.0,162.97,0.0,119.76,0.0,97.38,0.0,98.14,0.0,150.56,0.0,127.9,0.0,110.06,0.0,139.37,0.0,154.03,0.8074,70.85,-1.2154,144.43,0.0,1.0904,0.0,82.605,0.4829,1200.45,1.0,0
2016-02-02,0.0,5.01,0,0.0,0.7788,0.0,0.0,2.5157,0.0,0.0,0.0,0.0,0.0,0.0,0.7788,0.0,0.0,2.5157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22,1.21,-0.67,3.66,1.02,0.0,109.3594,0.0,130.0938,0.0,111.81,0.0,163.46,0.0,120.5,0.0,97.38,0.0,98.14,0.0,150.56,0.0,127.95,0.0,110.08,0.0,139.2,0.0,154.38,0.8074,70.35,0.0,144.14,0.0,1.0927,0.0,83.335,0.4829,1207.5,1.0,0
2016-02-03,0.0,8.35,0,0.0,1.1485,0.0,0.0,3.9283,0.0,0.0,0.0,0.0,0.0,0.0,1.1485,0.0,0.0,3.9283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,1.21,0.7,3.66,1.5,0.0,109.3984,0.0,130.0156,0.0,111.85,0.0,164.03,0.0,120.89,0.0,97.48,0.0,98.21,0.0,150.77,0.0,128.5,0.0,110.18,0.0,139.45,0.0,154.88,0.8074,71.65,0.0,146.01,0.8651,1.1103,0.0,85.035,0.4829,1219.3,1.0,0
2016-02-04,0.0,7.94,0,0.0,0.947,0.0,0.0,3.4044,0.0,0.0,0.0,0.0,0.0,0.0,0.947,0.0,0.0,3.4044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,1.21,0.69,3.66,0.81,0.0,109.4297,0.0,130.2656,0.0,111.815,0.0,163.52,0.0,120.35,0.0,97.43,0.0,98.16,0.0,150.92,0.0,128.55,0.0,110.2,0.0,138.88,0.0,154.49,0.8074,71.91,0.0,145.99,0.0,1.1222,0.0,85.74,0.4829,1202.1,1.0,0
2016-02-05,0.0,6.76,0,0.0,1.1229,0.0,0.0,2.2605,0.0,0.0,0.0,0.0,0.0,0.0,1.1229,0.0,0.0,2.2605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.95,0.16,3.66,0.96,0.0,109.3984,0.0,130.3594,0.0,111.83,0.0,163.62,0.0,120.35,0.0,97.455,0.0,98.17,0.0,151.4,0.0,128.32,0.0,110.16,0.0,138.48,0.0,154.43,0.8074,70.54,-1.1091,144.99,0.8539,1.1154,0.0,85.635,-0.4413,1197.5,1.0,0
2016-02-08,0.0,6.93,0,0.0,1.1247,0.0,0.0,2.386,0.0,0.0,0.0,0.0,0.0,0.0,1.1247,0.0,0.0,2.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,1.93,0.14,3.66,0.97,0.0,109.5469,0.0,131.2969,0.0,111.86,0.0,164.84,0.0,121.92,0.0,97.415,0.0,98.15,0.0,151.31,0.0,128.32,0.0,110.16,0.0,136.75,0.0,154.92,0.8074,70.72,0.0,144.4,0.0,1.1222,0.0,86.775,-0.4413,1197.45,1.0,0
2016-02-09,0.0,6.6,0,0.0,1.1247,0.0,0.0,2.1809,0.0,0.0,0.0,0.0,0.0,0.0,1.1247,0.0,0.0,2.1809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,1.93,0.14,3.66,0.97,0.0,109.5234,0.0,131.3125,0.0,111.9,0.0,164.63,0.0,121.83,0.0,97.595,0.0,98.28,0.0,152.25,0.0,128.32,0.0,110.16,0.0,136.87,0.0,154.64,0.8074,70.43,0.0,144.55,0.0,1.1296,0.0,87.025,-0.4413,1197.45,1.0,0
2016-02-10,0.0,5.98,0,0.0,1.0496,0.0,0.0,2.1809,0.0,0.0,0.0,0.0,0.0,0.0,1.0496,0.0,0.0,2.1809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,1.33,0.14,3.66,0.96,0.0,109.5078,0.0,131.5,0.0,111.86,0.0,164.48,0.0,121.77,0.0,97.6,0.0,98.27,0.0,151.89,0.0,128.32,0.0,110.16,0.0,137.48,0.0,154.69,0.0,71.01,-1.0971,145.31,0.0,1.1289,0.0,88.05,-0.2254,1197.45,1.0,0
2016-02-11,0.0,6.23,0,0.0,0.9243,0.0,0.0,2.396,0.0,0.0,0.0,0.0,0.0,0.0,0.9243,0.0,0.0,2.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,1.78,0.14,3.66,0.76,0.0,109.6328,0.0,132.0312,0.0,111.92,0.0,165.59,0.0,123.12,0.0,97.63,0.0,98.29,0.0,151.89,0.0,129.5,0.0,110.37,0.0,136.88,0.0,155.2,0.0,70.88,-1.0971,144.71,0.0,1.1332,0.0,89.045,-0.4602,1202.6,1.0,0
2016-02-12,0.0,5.14,0,0.0,0.6615,0.0,0.0,2.7963,0.0,0.0,0.0,0.0,0.0,0.0,0.6615,0.0,0.0,2.7963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,1.42,0.14,2.92,0.75,0.0,109.4922,0.0,131.0625,0.0,111.855,0.0,164.39,0.0,121.95,0.0,97.585,0.0,98.25,0.0,151.11,0.0,129.2,0.0,110.27,0.0,137.38,0.0,154.37,0.7633,70.92,-1.0971,145.19,0.0,1.1264,0.9524,88.365,0.0,1211.55,1.0,0
2016-02-15,0.0,5.03,0,0.0,0.6615,0.0,0.0,2.6519,0.0,0.0,0.0,0.0,0.0,0.0,0.6615,0.0,0.0,2.6519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,1.42,0.14,2.9,0.68,0.0,109.4922,0.0,131.0625,0.0,111.87,0.0,164.68,0.0,121.75,0.0,97.485,0.0,98.17,0.0,151.04,0.0,128.91,0.0,110.22,0.0,137.76,0.0,154.83,0.0,70.92,-1.0971,145.19,0.0,1.1264,0.0,88.365,0.23,1208.05,1.0,0
2016-02-16,0.0,5.3,0,0.0,0.7626,0.0,0.0,2.9987,0.0,0.0,0.0,0.0,0.0,0.0,0.7626,0.0,0.0,2.9987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13,1.4,0.14,2.9,1.0,0.0,109.4531,0.0,130.9062,0.0,111.855,0.0,164.35,0.0,121.76,0.0,97.475,0.0,98.15,0.0,151.39,0.0,129.37,0.0,110.39,0.0,137.54,0.0,154.48,0.7758,70.91,0.0,142.85,0.0,1.1152,0.0,87.88,0.4581,1216.6,1.0,0
2016-02-17,0.0,6.73,0,0.0,1.0323,0.0,0.0,3.9179,0.0,0.0,0.0,0.0,0.0,0.0,1.0323,0.0,0.0,3.9179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,1.4,0.16,2.95,1.61,0.0,109.3906,0.0,130.4375,0.0,111.85,0.0,164.19,0.0,121.21,0.0,97.515,0.0,98.18,0.0,151.14,0.0,129.37,0.0,110.37,0.0,137.73,0.0,154.59,0.7758,71.59,0.0,142.88,-0.8506,1.1146,0.947,87.95,0.6953,1227.3,1.0,0
2016-02-18,0.0,6.38,0,0.0,1.0045,0.0,0.0,3.8641,0.0,0.0,0.0,0.0,0.0,0.0,1.0045,0.0,0.0,3.8641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,1.16,0.15,2.93,1.61,0.0,109.4375,0.0,130.9219,0.0,111.865,0.0,165.02,0.0,121.68,0.0,97.46,0.0,98.16,0.0,151.38,0.0,129.13,0.0,110.31,0.0,138.36,0.0,155.5,0.7758,71.51,-1.0484,143.17,0.0,1.1104,0.0,88.105,0.6953,1227.35,1.0,0
2016-02-19,0.0,6.8,0,0.0,1.1876,0.0,0.0,4.0389,0.0,0.0,0.0,0.0,0.0,0.0,1.1876,0.0,0.0,4.0389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.84,-0.16,3.76,1.97,0.0,109.3672,0.0,130.9062,0.0,111.885,0.0,165.18,0.0,122.04,0.0,97.57,0.0,98.23,0.0,151.49,0.0,129.05,0.0,110.26,0.0,138.26,0.0,155.6,0.7758,71.39,-1.0484,143.61,-0.8477,1.1142,0.9379,88.895,0.6953,1233.7,1.0,0
2016-02-22,0.0,8.09,0,0.0,1.3757,0.0,0.0,4.0693,0.0,0.0,0.0,0.0,0.0,0.0,1.3757,0.0,0.0,4.0693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,2.36,-0.18,3.52,2.01,0.0,109.3359,0.0,130.7812,0.0,111.895,0.0,165.51,0.0,122.09,0.0,97.545,0.0,98.2,0.0,151.61,0.0,128.88,0.0,110.21,0.0,138.82,0.0,156.02,0.0,72.24,-1.0484,141.53,0.0,1.1031,0.9379,88.67,0.6953,1234.45,1.0,0
2016-02-23,0.0,9.57,0,0.0,1.5366,0.0,0.0,3.9376,0.0,0.0,0.0,0.0,0.0,0.0,1.5366,0.0,0.0,3.9376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,3.36,-0.18,4.17,1.83,0.0,109.3594,0.0,130.9375,0.0,111.87,0.0,165.44,0.0,121.84,0.0,97.58,0.0,98.23,0.0,151.6,0.0,128.88,0.0,110.21,0.0,138.57,0.0,155.92,0.0,72.1,-1.0484,140.18,0.0,1.1014,0.9379,89.29,0.6953,1231.2,1.0,0
2016-02-24,0.0,10.78,0,0.0,1.728,0.0,0.0,4.0635,0.0,0.0,0.0,0.0,0.0,0.0,1.728,0.0,0.0,4.0635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,4.13,-0.18,4.51,1.94,0.0,109.3906,0.0,131.0,0.0,111.86,0.0,165.97,0.0,122.61,0.0,97.6,0.0,98.25,0.0,151.98,0.0,129.05,0.0,110.26,0.0,138.68,0.0,156.22,0.0,71.96,-1.0484,139.15,0.0,1.1019,0.9379,89.605,0.4657,1234.3,1.0,0
2016-02-25,0.0,9.53,0,0.0,1.5698,0.0,0.0,4.2397,0.0,0.0,0.0,0.0,0.0,0.0,1.5698,0.0,0.0,4.2397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,3.67,-0.18,3.55,2.1,0.0,109.4453,0.0,131.4531,0.0,111.89,0.0,166.13,0.0,122.44,0.0,97.6,0.0,98.26,0.0,152.03,0.0,129.25,0.0,110.28,0.0,138.81,0.0,156.32,0.0,72.34,-1.0484,139.76,0.0,1.1045,0.9379,88.69,0.4657,1238.65,1.0,0
2016-02-26,0.0,9.45,0,0.0,1.5373,0.0,0.0,4.2175,0.0,0.0,0.0,0.0,0.0,0.0,1.5373,0.0,0.0,4.2175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,4.52,-0.18,2.66,2.07,0.0,109.2734,0.0,130.75,0.0,111.9,0.0,165.95,0.0,122.04,0.0,97.615,0.0,98.28,0.0,152.09,0.0,129.49,0.0,110.33,0.0,139.22,0.0,156.35,0.0,71.21,-1.0484,138.63,0.0,1.0932,0.9379,87.85,0.7097,1238.1,1.0,0
2016-02-29,0.0,10.19,0,0.0,1.6222,0.0,0.0,4.161,0.0,0.0,0.0,0.0,0.0,0.0,1.6222,0.0,0.0,4.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,4.5,-0.18,3.53,1.95,0.0,109.2891,0.0,130.9062,0.0,111.945,0.0,166.58,0.0,122.75,0.0,97.6,0.0,98.27,0.0,152.16,0.0,129.37,0.0,110.33,0.0,140.18,0.0,156.88,0.0,71.32,0.0,139.16,0.0,1.0885,0.9379,88.67,0.968,1236.7,1.0,0
2016-03-01,0.0,10.42,0,0.0,1.6665,0.0,0.0,4.161,0.0,0.0,0.0,0.0,0.0,0.0,1.6665,0.0,0.0,4.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,4.75,-0.18,3.52,1.95,0.0,109.1641,0.0,130.0,0.0,111.93,0.0,165.99,0.0,122.19,0.0,97.645,0.0,98.31,0.0,152.15,0.0,129.37,0.0,110.33,0.0,140.31,0.0,156.34,0.0,71.71,1.0302,139.53,0.0,1.087,0.0,87.7,0.7412,1236.7,1.0,0
