Date,total_rates_cumpnl,total_fx_cumpnl,total_index_cumpnl,total_adv_cumpnl,total_a1_cumpnl,total_a2_cumpnl,total_a3_cumpnl,adv_rates_cumpnl,a1_rates_cumpnl,a2_rates_cumpnl,a3_rates_cumpnl,adv_fx_cumpnl,a1_fx_cumpnl,a2_fx_cumpnl,a3_fx_cumpnl,TU1 Comdty_CumPnL,TY1 Comdty_CumPnL,DU1 Comdty_CumPnL,RX1 Comdty_CumPnL,G 1 Comdty_CumPnL,XM1 Comdty_CumPnL,YM1 Comdty_CumPnL,JB1 Comdty_CumPnL,KAA1 Comdty_CumPnL,KE1 Comdty_CumPnL,IK1 Comdty_CumPnL,OAT1 Comdty_CumPnL,AD1 Curncy_CumPnL,BP1 Curncy_CumPnL,EC1 Curncy_CumPnL,JY1 Curncy_CumPnL,KRW Curncy_CumPnL,NQ1 Index_CumPnL,TU1 Comdty_Pos,TU1 Comdty_Price,TY1 Comdty_Pos,TY1 Comdty_Price,DU1 Comdty_Pos,DU1 Comdty_Price,RX1 Comdty_Pos,RX1 Comdty_Price,G 1 Comdty_Pos,G 1 Comdty_Price,XM1 Comdty_Pos,XM1 Comdty_Price,YM1 Comdty_Pos,YM1 Comdty_Price,JB1 Comdty_Pos,JB1 Comdty_Price,KAA1 Comdty_Pos,KAA1 Comdty_Price,KE1 Comdty_Pos,KE1 Comdty_Price,IK1 Comdty_Pos,IK1 Comdty_Price,OAT1 Comdty_Pos,OAT1 Comdty_Price,AD1 Curncy_Pos,AD1 Curncy_Price,BP1 Curncy_Pos,BP1 Curncy_Price,EC1 Curncy_Pos,EC1 Curncy_Price,JY1 Curncy_Pos,JY1 Curncy_Price,KRW Curncy_Pos,KRW Curncy_Price,NQ1 Index_Pos,NQ1 Index_Price,dd_scale,pnl_ma_off_count
2022-01-03,0.0,0.45,0.0,0.0,0.1241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,108.9766,0.0,129.4375,0.0,112.02,0.0,170.74,0.0,124.9,0.0,98.28,0.0,98.815,0.0,151.59,0.0,123.4,0.0,108.85,0.0,146.83,0.0,162.85,0.0,71.92,0.0,134.81,0.0,1.1313,0.0,86.755,1.8316,1191.85,0.0,16485.5,1.0,0
2022-01-04,0.0,0.45,0.0,0.0,0.1241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,109.0195,0.0,129.2812,0.0,112.05,0.0,170.81,0.0,123.94,0.0,98.22,0.0,98.77,0.0,151.43,0.0,123.3,0.0,108.76,0.0,146.61,0.0,162.95,0.0,72.435,0.0,135.31,0.0,1.1303,0.0,86.155,0.0,1194.05,0.0,16275.75,1.0,0
2022-01-05,0.0,0.9,0.0,0.0,0.2455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,108.8867,0.0,128.8438,0.0,112.065,0.0,170.75,0.0,123.92,0.0,98.185,0.0,98.77,0.0,151.42,0.0,122.9,0.0,108.65,0.0,146.29,0.0,162.9,0.0,72.24,0.0,135.57,0.0,1.1326,0.0,86.13,1.8537,1196.95,0.0,15766.5,1.0,0
2022-01-06,0.0,1.47,0.0,0.0,0.3959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,108.7734,0.0,128.5312,0.0,112.015,0.0,170.34,0.0,123.27,0.0,98.105,0.0,98.715,0.0,151.12,0.0,121.62,0.0,108.18,0.0,145.77,0.0,162.43,0.0,71.665,0.0,135.21,0.0,1.1302,0.0,86.285,1.893,1200.55,0.0,15759.0,1.0,0
2022-01-07,0.0,1.63,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,108.8047,0.0,128.2969,0.0,111.99,0.0,170.0,0.0,123.02,0.0,98.115,0.0,98.735,0.0,150.97,0.0,121.77,0.0,108.2,0.0,145.39,0.0,162.1,0.0,71.855,0.0,135.93,0.0,1.1378,0.0,86.58,1.9163,1201.55,0.0,15581.0,1.0,0
2022-01-10,0.0,1.63,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,108.7344,0.0,128.1406,0.0,111.985,0.0,169.96,0.0,122.91,0.0,98.05,0.0,98.715,0.0,150.97,0.0,121.65,0.0,108.26,0.0,145.8,0.0,162.16,0.0,71.705,0.0,135.66,0.0,1.1338,0.0,86.84,0.0,1199.0,0.0,15608.0,1.0,0
2022-01-11,0.0,1.63,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,108.75,0.0,128.3906,0.0,111.95,0.0,169.79,0.0,123.08,0.0,98.075,0.0,98.735,0.0,150.76,0.0,121.62,0.0,108.35,0.0,145.46,0.0,161.95,0.0,72.095,0.0,136.25,0.0,1.1382,0.0,86.735,0.0,1194.85,0.0,15831.0,1.0,0
2022-01-12,0.58,2.35,0.0,0.1924,0.6175,0.0,0.0,0.1924,0.0,0.0,0.0,0.0,0.6175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,108.7422,0.0,128.5781,0.0,111.985,0.0,170.22,0.0,123.35,0.0,98.12,0.0,98.76,3.0,151.05,0.0,122.35,0.0,108.5,0.0,146.14,0.0,162.34,0.0,72.93,0.0,137.08,0.0,1.1464,0.0,87.46,-1.9983,1190.55,0.0,15887.25,1.0,0
2022-01-13,0.6,2.81,0.0,0.199,0.7309,0.0,0.0,0.199,0.0,0.0,0.0,0.0,0.7309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,108.7617,0.0,128.7188,0.0,111.995,0.0,170.71,0.0,123.65,0.0,98.11,0.0,98.745,3.0,151.06,0.0,122.56,0.0,108.6,0.0,146.57,0.0,162.79,0.0,72.915,0.0,137.16,0.0,1.1474,0.0,87.705,-1.9947,1187.85,0.0,15490.25,1.0,0
2022-01-14,0.6,3.49,0.0,0.199,0.9566,0.0,0.0,0.199,0.0,0.0,0.0,0.0,0.9566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,2.9,0.0,0.0,108.625,0.0,128.1875,0.0,111.965,0.0,170.08,0.0,123.36,0.0,98.12,0.0,98.715,0.0,150.8,0.0,121.86,0.0,108.35,0.0,146.08,0.0,162.23,0.0,72.09,0.0,136.73,-1.4583,1.1428,0.0,87.645,-1.9941,1187.3,0.0,15595.75,1.0,0
2022-01-17,0.6,2.57,0.0,0.199,0.7334,0.0,0.0,0.199,0.0,0.0,0.0,0.0,0.7334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,1.98,0.0,0.0,108.625,0.0,128.1875,0.0,111.925,0.0,169.65,0.0,123.03,0.0,98.055,0.0,98.66,0.0,150.83,0.0,120.95,0.0,107.98,0.0,145.67,0.0,161.8,0.0,72.09,0.0,136.73,-1.4603,1.1428,0.0,87.645,-2.0654,1192.6,0.0,15595.75,1.0,0
2022-01-18,0.6,4.1,0.0,0.199,1.2256,0.0,0.0,0.199,0.0,0.0,0.0,0.0,1.2256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,2.4,0.0,0.0,108.4844,0.0,127.375,0.0,111.935,0.0,169.57,0.0,122.77,0.0,98.025,0.0,98.62,0.0,150.74,0.0,121.21,0.0,108.13,0.0,145.45,0.0,161.68,0.0,71.865,0.0,135.93,-1.4253,1.1339,0.0,87.285,-2.0574,1190.15,0.0,15206.0,1.0,0
2022-01-19,0.6,3.79,0.0,0.199,1.1153,0.0,0.0,0.199,0.0,0.0,0.0,0.0,1.1153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,2.4,0.0,0.0,108.5273,0.0,127.6719,0.0,111.94,0.0,169.38,0.0,122.28,0.0,97.975,0.0,98.58,0.0,150.92,0.0,121.36,0.0,108.28,0.0,145.05,0.0,161.46,0.0,72.26,0.0,136.22,-1.4224,1.1364,0.0,87.57,0.0,1191.4,0.0,15033.5,1.0,0
2022-01-20,0.6,4.42,0.0,0.199,1.3206,0.0,0.0,0.199,0.0,0.0,0.0,0.0,1.3206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,2.53,0.0,0.0,108.4766,0.0,127.7031,0.0,111.965,0.0,169.74,0.0,122.66,0.0,97.98,0.0,98.545,0.0,150.84,0.0,121.0,0.0,108.12,0.0,145.65,0.0,161.86,0.0,72.44,0.0,136.09,-1.4466,1.1324,0.0,87.615,2.0679,1192.15,0.0,14841.0,1.0,0
2022-01-21,0.86,4.37,0.0,0.2852,1.2744,0.0,0.0,0.2852,0.0,0.0,0.0,0.0,1.2744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,2.86,0.0,0.0,108.6055,0.0,128.3125,0.0,112.04,0.0,170.29,0.0,123.21,0.0,98.055,0.0,98.62,3.0,150.97,0.0,121.19,0.0,108.1,0.0,145.79,0.0,162.25,0.0,71.775,0.0,135.51,-1.515,1.1353,0.0,88.015,2.0683,1194.05,0.0,14426.5,1.0,0
2022-01-24,0.78,4.65,0.0,0.2587,1.3669,0.0,0.0,0.2587,0.0,0.0,0.0,0.0,1.3669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,2.86,0.0,0.0,108.6953,0.0,128.5156,0.0,112.12,0.0,170.87,0.0,123.58,0.0,98.04,0.0,98.59,3.0,150.93,0.0,121.12,0.0,108.17,0.0,145.87,0.0,162.59,0.0,71.3,0.0,134.78,-1.5283,1.1332,0.0,87.925,0.0,1196.1,0.0,14501.0,1.0,0
2022-01-25,0.84,5.31,0.0,0.2785,1.5421,0.0,0.0,0.2785,0.0,0.0,0.0,0.0,1.5421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,3.3,0.0,0.0,108.6133,0.0,128.125,0.0,112.115,0.0,170.66,0.0,123.31,0.0,98.035,0.0,98.545,3.0,150.96,0.0,120.85,0.0,108.01,0.0,145.87,0.0,162.41,0.0,71.7,0.0,135.14,-1.5298,1.1316,0.0,87.815,2.1541,1198.55,0.0,14140.75,1.0,0
2022-01-26,0.84,5.85,0.0,0.2785,1.7341,0.0,0.0,0.2785,0.0,0.0,0.0,0.0,1.7341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,3.15,0.0,0.0,108.4844,0.0,127.5156,0.0,112.1,0.0,170.35,0.0,122.89,0.0,98.005,0.0,98.53,0.0,150.96,0.0,120.99,0.0,108.06,0.0,145.22,0.0,162.08,0.0,71.245,0.0,134.61,-1.5239,1.1264,0.0,87.33,2.2288,1197.75,0.0,14158.5,1.0,0
2022-01-27,0.84,8.21,0.0,0.2785,2.4384,0.0,0.0,0.2785,0.0,0.0,0.0,0.0,2.4384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,4.19,0.0,4.02,0.0,0.0,108.2773,0.0,127.6562,0.0,112.05,0.0,170.16,0.0,122.62,0.0,97.955,0.0,98.47,0.0,150.75,0.0,120.49,0.0,107.86,0.0,145.81,0.0,162.04,0.0,70.265,0.0,133.69,-1.4729,1.1151,0.0,86.755,2.1979,1202.5,0.0,13986.75,1.0,0
2022-01-28,0.84,8.78,0.0,0.2785,2.5619,0.0,0.0,0.2785,0.0,0.0,0.0,0.0,2.5619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,4.14,0.0,4.64,0.0,0.0,108.3164,0.0,127.9531,0.0,112.025,0.0,170.02,0.0,122.53,0.0,98.04,0.0,98.535,0.0,150.77,0.0,120.74,0.0,107.95,0.0,145.87,0.0,161.85,0.0,69.83,0.0,133.81,-1.4723,1.1154,0.0,86.82,2.1902,1205.9,0.0,14433.0,1.0,0
2022-01-31,0.74,7.52,0.0,0.2454,2.1181,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,2.1181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,4.64,0.0,0.0,108.3281,0.0,127.9688,0.0,111.875,0.0,169.11,0.0,121.96,0.0,98.085,0.0,98.635,3.0,150.72,0.0,120.74,0.0,107.95,0.0,145.88,0.0,161.01,0.0,70.745,0.0,134.55,-1.4248,1.1254,0.0,86.99,2.1978,1205.9,0.0,14905.0,1.0,0
2022-02-01,0.74,6.91,0.0,0.2454,1.9202,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,1.9202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,-0.6,0.0,2.87,0.0,4.64,0.0,0.0,108.3281,0.0,127.875,0.0,111.855,0.0,168.76,0.0,121.94,0.0,98.08,0.0,98.62,0.0,150.57,0.0,120.74,0.0,107.95,0.0,145.11,0.0,160.69,-1.0175,71.165,0.0,135.14,0.0,1.1262,0.0,87.21,2.2688,1205.9,0.0,14994.75,1.0,0
2022-02-02,0.74,6.49,0.0,0.2454,1.782,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,1.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,-1.03,0.0,2.87,0.0,4.64,0.0,0.0,108.3516,0.0,128.125,0.0,111.825,0.0,168.66,0.0,122.42,0.0,98.07,0.0,98.61,0.0,150.65,0.0,120.74,0.0,107.95,0.0,145.04,0.0,160.67,-1.0202,71.46,0.0,135.8,0.0,1.1319,0.0,87.455,0.0,1205.9,0.0,15114.5,1.0,0
2022-02-03,0.74,8.0,0.0,0.2454,2.1442,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,2.1442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,-1.03,0.0,4.39,0.0,4.64,0.0,0.0,108.2891,0.0,127.6406,0.0,111.555,0.0,166.9,0.0,121.29,0.0,98.115,0.0,98.635,0.0,150.66,0.0,121.03,0.0,108.11,0.0,142.46,0.0,158.65,0.0,71.335,0.0,135.85,1.3917,1.1442,0.0,87.03,0.0,1206.5,0.0,14492.25,1.0,0
2022-02-04,0.74,9.02,0.0,0.2454,2.1766,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,2.1766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,-1.86,0.0,4.56,0.0,6.32,0.0,0.0,108.0352,0.0,126.7656,0.0,111.405,0.0,166.02,0.0,120.97,0.0,98.025,0.0,98.555,0.0,150.34,0.0,120.58,0.0,108.02,0.0,141.06,0.0,157.79,1.0196,70.755,0.0,135.25,1.3908,1.1456,0.0,86.785,-2.1387,1197.05,0.0,14685.5,1.0,0
2022-02-07,0.74,9.14,0.0,0.2454,2.3246,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,2.3246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,-1.09,0.0,4.51,0.0,5.72,0.0,0.0,108.0898,0.0,126.9062,0.0,111.48,0.0,165.6,0.0,120.95,0.0,97.99,0.0,98.485,0.0,150.32,0.0,120.19,0.0,107.81,0.0,139.94,0.0,157.26,1.0072,71.295,0.0,135.35,1.4065,1.1452,0.0,86.925,-2.129,1200.4,0.0,14559.75,1.0,0
2022-02-08,0.74,8.86,0.0,0.2454,2.2676,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,2.2676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,-0.99,0.0,4.13,0.0,5.72,0.0,0.0,108.0117,0.0,126.5781,0.0,111.51,0.0,165.18,0.0,120.28,0.0,97.865,0.0,98.4,0.0,150.14,0.0,119.18,0.0,107.53,0.0,139.87,0.0,156.82,1.0158,71.36,0.0,135.39,1.4251,1.1422,0.0,86.57,0.0,1198.15,0.0,14734.5,1.0,0
2022-02-09,0.74,9.58,0.0,0.2454,2.5035,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,2.5035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,-0.28,0.0,4.13,0.0,5.72,0.0,0.0,108.0078,0.0,126.75,0.0,111.595,0.0,165.86,0.0,120.91,0.0,97.88,0.0,98.41,0.0,150.2,0.0,119.66,0.0,107.64,0.0,140.79,0.0,157.47,1.0103,71.865,0.0,135.32,0.0,1.144,0.0,86.615,0.0,1196.3,0.0,15038.25,1.0,0
2022-02-10,0.74,9.14,0.0,0.2454,2.3821,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,2.3821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,-0.5,0.0,3.92,0.0,5.72,0.0,0.0,107.5898,0.0,125.7969,0.0,111.55,0.0,164.94,0.0,120.08,0.0,97.88,0.0,98.425,0.0,150.07,0.0,119.74,0.0,107.71,0.0,139.45,0.0,156.48,1.0106,71.71,0.0,135.72,-1.4369,1.1457,0.0,86.305,0.0,1196.6,0.0,14701.0,1.0,0
2022-02-11,0.74,9.92,0.0,0.2454,2.5069,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,2.5069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,-1.12,0.0,5.32,0.0,5.72,0.0,0.0,107.6875,0.0,126.3906,0.0,111.53,0.0,164.95,0.0,119.95,0.0,97.775,0.0,98.285,0.0,150.07,0.0,119.26,0.0,107.47,0.0,138.78,0.0,156.36,1.009,71.265,0.0,135.47,-1.4077,1.1343,0.0,86.795,0.0,1198.5,0.0,14240.5,1.0,0
2022-02-14,0.74,10.37,0.0,0.2454,2.6072,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,2.6072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,-1.18,0.0,5.83,0.0,5.72,0.0,0.0,107.5312,0.0,125.9844,0.0,111.63,0.0,165.23,0.0,119.64,0.0,97.85,0.0,98.355,0.0,150.06,0.0,119.38,0.0,107.46,0.0,138.52,0.0,156.51,1.0092,71.225,0.0,135.18,-1.4158,1.1302,0.0,86.485,0.0,1193.75,0.0,14253.0,1.0,0
2022-02-15,0.74,10.01,0.0,0.2454,2.5627,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,2.5627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,-0.75,0.0,5.04,0.0,5.72,0.0,0.0,107.5703,0.0,125.7344,0.0,111.57,0.0,164.54,0.0,119.6,0.0,97.8,0.0,98.305,0.0,150.05,0.0,119.61,0.0,107.52,0.0,138.29,0.0,155.89,1.0049,71.53,0.0,135.32,-1.3992,1.1366,0.0,86.5,0.0,1199.95,0.0,14609.5,1.0,0
2022-02-16,0.74,10.34,0.0,0.2454,2.7077,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,2.7077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,-0.05,0.0,4.67,0.0,5.72,0.0,0.0,107.6562,0.0,125.8125,0.0,111.65,0.0,165.23,0.0,120.15,0.0,97.755,0.0,98.295,0.0,149.9,0.0,119.74,0.0,107.66,0.0,139.13,0.0,156.57,0.998,72.03,0.0,135.97,-1.4097,1.1396,0.0,86.67,0.0,1197.65,0.0,14600.0,1.0,0
2022-02-17,0.74,10.67,0.0,0.2454,2.7867,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,2.7867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,-0.05,0.0,5.0,0.0,5.72,0.0,0.0,107.7422,0.0,126.4219,0.0,111.765,0.0,165.84,0.0,120.69,0.0,97.78,0.0,98.335,0.0,149.93,0.0,119.65,0.0,107.74,0.0,139.91,0.0,157.18,0.0,71.935,0.0,136.2,-1.4056,1.1369,0.0,87.065,0.0,1197.2,0.0,14164.75,1.0,0
2022-02-18,0.74,11.23,0.0,0.2454,2.887,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,2.887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,-0.15,0.0,5.4,0.0,5.98,0.0,0.0,107.7812,0.0,126.6719,0.0,111.88,0.0,166.34,0.0,121.46,0.0,97.74,0.0,98.315,0.0,150.03,0.0,119.56,0.0,107.7,0.0,139.97,0.0,157.45,1.0149,71.865,0.0,136.01,-1.4521,1.1338,0.0,86.91,-2.1389,1195.75,0.0,13996.0,1.0,0
2022-02-21,0.74,11.91,0.0,0.2454,2.9929,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,2.9929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,-0.15,0.0,5.4,0.0,6.65,0.0,0.0,107.7812,0.0,126.6719,0.0,111.835,0.0,166.26,0.0,121.34,0.0,97.77,0.0,98.335,0.0,150.14,0.0,119.17,0.0,107.6,0.0,139.19,0.0,157.11,1.0149,71.865,0.0,136.01,-1.457,1.1338,0.0,86.91,-2.118,1191.95,0.0,13996.0,1.0,0
2022-02-22,0.74,12.24,0.0,0.2454,3.1274,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,3.1274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.33,0.0,5.37,0.0,6.54,0.0,0.0,107.6211,0.0,126.4688,0.0,111.76,0.0,165.7,0.0,120.77,0.0,97.79,0.0,98.335,0.0,150.34,0.0,119.66,0.0,107.7,0.0,139.01,0.0,156.86,1.0106,72.21,0.0,135.9,-1.4701,1.134,0.0,86.915,-2.1538,1192.6,0.0,13862.75,1.0,0
2022-02-23,0.74,12.81,0.0,0.2454,3.2775,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,3.2775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.54,0.0,5.73,0.0,6.54,0.0,0.0,107.5938,0.0,126.2812,0.0,111.7,0.0,165.99,0.0,120.79,0.0,97.72,0.0,98.25,0.0,150.34,0.0,119.65,0.0,107.73,0.0,139.1,0.0,156.95,1.0105,72.36,0.0,135.37,-1.4663,1.1312,0.0,87.0,0.0,1193.55,0.0,13507.5,1.0,0
2022-02-24,0.74,14.89,0.0,0.2454,3.5308,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,3.5308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,-0.51,0.0,7.23,0.0,8.17,0.0,0.0,107.7148,0.0,126.4688,0.0,111.825,0.0,166.93,0.0,121.04,0.0,97.835,0.0,98.345,0.0,150.44,0.0,120.67,0.0,108.07,0.0,140.53,0.0,157.98,0.9877,71.59,0.0,133.83,-1.3971,1.1191,0.0,86.46,2.1812,1202.5,0.0,13966.5,1.0,0
2022-02-25,0.74,14.99,0.0,0.2454,3.6451,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,3.6451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.52,0.0,6.29,0.0,8.17,0.0,0.0,107.6406,0.0,126.25,0.0,111.755,0.0,166.15,0.0,121.03,0.0,97.76,0.0,98.295,0.0,150.23,0.0,120.15,0.0,108.0,0.0,140.2,0.0,157.43,1.0039,72.325,0.0,134.1,-1.371,1.1268,0.0,86.525,0.0,1201.75,0.0,14180.5,1.0,0
2022-02-28,0.74,15.42,0.0,0.2454,3.788,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,3.788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.96,0.0,6.29,0.0,8.17,0.0,0.0,107.9883,0.0,127.4531,0.0,111.99,0.0,167.04,0.0,121.4,0.0,97.855,0.0,98.425,0.0,150.5,0.0,120.0,0.0,108.0,0.0,141.15,0.0,158.28,1.0078,72.635,0.0,134.15,0.0,1.1226,0.0,87.07,0.0,1202.5,0.0,14228.0,1.0,0
2022-03-01,0.74,16.39,0.0,0.2454,4.0161,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,4.0161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.74,0.0,7.47,0.0,8.17,0.0,0.0,108.2109,0.0,128.7188,0.0,112.37,0.0,170.3,0.0,123.95,0.0,97.805,0.0,98.425,0.0,150.59,0.0,120.0,0.0,108.0,0.0,145.1,0.0,161.74,1.0293,72.485,0.0,133.12,-1.3292,1.1126,0.0,87.085,2.2198,1202.5,0.0,14005.5,1.0,0
2022-03-02,0.74,17.75,0.0,0.2454,4.3399,0.0,0.0,0.2454,0.0,0.0,0.0,0.0,4.3399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,1.44,0.0,7.48,0.0,8.82,0.0,0.0,107.8008,0.0,127.3125,0.0,112.13,0.0,169.38,0.0,123.1,0.0,97.92,0.0,98.525,0.0,151.21,0.0,120.7,0.0,108.23,0.0,143.73,0.0,160.68,1.0362,72.975,0.0,133.72,-1.3635,1.1126,0.0,86.525,2.2351,1206.0,0.0,14239.25,1.0,0
